Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
198,2026-02-12,South,DS30,TreatmentPlant,87603.36,83503.94,4099.42,39.2,P484,3,Good,7.49,7.06,3182,64480.45,Normal
199,2026-06-06,Central,DS21,Reservoir,30444.22,25824.6,4619.62,67.4,P800,4,Good,7.76,5.2,1947,76216.38,Normal
200,2026-03-18,South,DS22,Reservoir,123984.83,115608.3,8376.53,56.1,P940,5,Moderate,7.65,3.55,3998,80544.96,Normal
201,2026-05-01,North,DS21,Groundwater,135251.97,116629.1,18622.87,23.8,P902,2,Good,8.11,9.04,784,58319.67,Normal
202,2026-05-06,South,DS17,River,186793.92,130754.72,56039.2,62.6,P991,5,Good,7.78,3.91,4832,88000.69,Normal
203,2026-05-21,South,DS8,Groundwater,121872.24,85999.46,35872.78,45.8,P824,5,Excellent,8.2,9.57,2496,74481.71,Maintenance
204,2026-03-21,East,DS16,River,20340.14,18682.36,1657.78,59.5,P104,4,Good,7.75,5.94,1544,73849.08,Normal
205,2026-06-01,Central,DS19,Groundwater,87434.46,59470.91,27963.55,73.9,P911,5,Moderate,7.51,1.79,2090,9454.74,Normal
206,2026-06-07,West,DS14,Reservoir,160471.96,126129.13,34342.83,49.2,P229,1,Good,6.91,6.06,1300,35772.84,Normal
207,2026-05-24,West,DS4,River,37081.5,33848.18,3233.32,75.7,P203,4,Moderate,7.16,5.04,3149,22763.6,Normal
208,2026-02-14,Central,DS6,Reservoir,184151.82,174831.2,9320.62,29.3,P218,5,Poor,7.37,9.62,823,57535.57,Leakage
209,2026-06-19,North,DS30,TreatmentPlant,55720.23,36499.3,19220.93,39.0,P186,4,Good,7.12,0.31,4510,39213.11,Maintenance
210,2026-01-06,North,DS22,Reservoir,106828.54,91553.96,15274.58,72.6,P470,4,Moderate,7.71,8.07,2481,20396.81,Normal
211,2026-05-28,North,DS30,Reservoir,49453.16,36373.84,13079.32,49.0,P895,2,Excellent,6.65,3.14,516,16911.82,Normal
212,2026-01-20,West,DS13,TreatmentPlant,49964.41,45890.52,4073.89,35.5,P349,0,Good,6.68,9.86,4879,66677.85,Maintenance
213,2026-02-09,East,DS3,River,123653.4,90603.57,33049.83,23.0,P842,3,Moderate,6.87,1.5,1426,97991.83,Critical
214,2026-01-28,West,DS14,River,172089.83,132261.55,39828.28,55.8,P972,2,Moderate,6.63,8.46,911,5197.25,Leakage
215,2026-06-18,South,DS6,Reservoir,195144.74,181829.03,13315.71,78.6,P935,3,Poor,8.38,2.68,4504,57545.68,Critical
216,2026-04-25,East,DS11,TreatmentPlant,195966.49,138962.74,57003.75,40.6,P941,5,Moderate,6.56,4.8,3000,17558.52,Normal
217,2026-05-02,North,DS13,River,182025.76,159570.63,22455.13,74.5,P145,2,Excellent,8.28,8.34,3145,51750.99,Normal
218,2026-06-07,East,DS24,TreatmentPlant,23216.75,17070.12,6146.63,29.5,P403,3,Poor,6.79,4.6,2155,51814.45,Normal
219,2026-01-31,North,DS16,Groundwater,151511.45,136950.16,14561.29,39.5,P586,4,Good,8.21,9.66,2719,89540.62,Normal
220,2026-04-11,North,DS15,TreatmentPlant,30273.0,20852.4,9420.6,31.8,P829,2,Excellent,7.2,3.75,1123,57410.37,Normal
221,2026-02-17,East,DS21,River,190823.97,131689.77,59134.2,70.2,P126,1,Poor,7.49,5.3,3870,2979.17,Normal
222,2026-04-28,East,DS27,Groundwater,174322.05,126238.48,48083.57,65.8,P859,2,Poor,7.48,1.2,789,53278.87,Normal
223,2026-05-08,East,DS16,Groundwater,174788.47,144086.13,30702.34,64.5,P200,5,Excellent,6.68,9.16,4846,93639.32,Normal
224,2026-04-17,East,DS30,Groundwater,26742.26,19779.66,6962.6,36.8,P873,5,Excellent,6.71,0.64,4466,95630.18,Normal
225,2026-03-15,Central,DS14,Groundwater,100879.67,67430.44,33449.23,36.2,P461,2,Excellent,7.0,0.54,4996,3425.23,Normal
226,2026-01-01,North,DS11,TreatmentPlant,101555.55,88400.22,13155.33,57.5,P165,4,Poor,6.5,0.65,1681,75698.71,Normal
227,2026-02-02,North,DS4,Groundwater,61053.95,53023.21,8030.74,35.8,P778,2,Poor,6.79,4.48,1637,91985.95,Maintenance
228,2026-01-08,North,DS16,Reservoir,96940.9,64428.6,32512.3,33.4,P106,0,Moderate,6.61,2.39,3578,95988.23,Normal
229,2026-06-11,Central,DS9,Groundwater,147302.69,129404.81,17897.88,47.3,P591,1,Poor,6.83,3.39,3927,6530.95,Normal
230,2026-02-01,East,DS3,River,12927.04,9795.41,3131.63,42.4,P447,5,Moderate,7.76,6.61,2761,82232.97,Normal
231,2026-04-07,East,DS3,TreatmentPlant,46033.16,42451.54,3581.62,58.1,P894,3,Excellent,7.56,3.56,4531,24447.11,Normal
232,2026-03-19,West,DS13,River,46692.04,34593.72,12098.32,29.4,P230,5,Excellent,6.69,9.08,2126,58555.01,Maintenance
233,2026-04-03,South,DS20,Reservoir,62226.74,56208.5,6018.24,52.0,P285,0,Poor,6.74,6.09,3024,31900.26,Normal
234,2026-05-18,South,DS7,River,163153.24,151169.85,11983.39,22.5,P911,3,Poor,6.84,7.63,1568,94683.53,Normal
235,2026-04-11,West,DS14,Groundwater,104706.75,77370.43,27336.32,42.4,P196,1,Poor,6.79,1.18,3000,75004.66,Maintenance
236,2026-06-25,West,DS28,Reservoir,199795.11,181651.51,18143.6,25.1,P329,1,Excellent,8.34,2.35,4732,71623.03,Normal
237,2026-02-04,North,DS4,TreatmentPlant,180997.33,136349.95,44647.38,24.6,P617,3,Good,7.7,5.4,1637,91725.75,Leakage
238,2026-03-15,Central,DS9,River,173759.16,136255.12,37504.04,57.2,P817,1,Excellent,6.84,8.58,1646,80064.4,Normal
239,2026-04-06,West,DS14,Groundwater,138301.95,99446.89,38855.06,67.9,P426,5,Excellent,7.8,8.22,1854,71440.68,Normal
240,2026-03-10,South,DS13,TreatmentPlant,91081.6,67069.23,24012.37,39.6,P368,3,Excellent,8.46,6.0,4654,23519.24,Maintenance
241,2026-03-13,South,DS12,Reservoir,43629.14,30530.88,13098.26,26.6,P921,4,Good,8.3,7.16,2893,20763.73,Maintenance
242,2026-06-29,North,DS8,Reservoir,109376.28,92441.39,16934.89,59.2,P783,3,Moderate,8.12,3.94,3390,55584.98,Maintenance
243,2026-03-28,East,DS26,Groundwater,22948.47,18909.76,4038.71,26.0,P809,4,Moderate,8.42,4.72,1446,33219.99,Normal
244,2026-06-26,West,DS4,River,97843.52,88842.31,9001.21,71.7,P310,5,Moderate,8.37,4.07,1992,94878.71,Leakage
245,2026-03-18,Central,DS24,River,130004.46,95465.51,34538.95,34.3,P514,2,Good,7.26,3.06,3478,27303.67,Leakage
246,2026-01-21,West,DS21,River,47242.14,39371.56,7870.58,24.1,P212,5,Excellent,8.13,9.66,3892,70253.69,Normal
247,2026-06-02,East,DS7,TreatmentPlant,49598.43,44146.26,5452.17,24.2,P146,4,Moderate,7.99,5.01,839,72114.78,Normal
248,2026-04-25,Central,DS18,Reservoir,73085.74,68819.23,4266.51,65.6,P679,3,Excellent,7.84,9.3,1219,88391.69,Normal
249,2026-04-24,East,DS30,River,148385.67,137770.97,10614.7,71.9,P948,5,Poor,7.36,8.81,2920,67557.93,Normal
250,2026-05-26,Central,DS21,Reservoir,17386.39,16507.6,878.79,41.0,P619,1,Moderate,8.15,9.56,4624,17086.02,Normal
251,2026-03-29,Central,DS15,Reservoir,69751.65,47293.34,22458.31,42.9,P167,3,Poor,7.97,4.0,878,86550.58,Normal
252,2026-01-11,East,DS23,River,113055.72,101262.41,11793.31,33.4,P418,2,Poor,7.95,1.71,3460,11464.84,Normal
253,2026-03-07,Central,DS8,River,150572.5,122860.11,27712.39,49.5,P991,3,Good,7.28,4.4,2725,40551.14,Maintenance
254,2026-01-02,North,DS21,Groundwater,105461.13,101337.2,4123.93,73.8,P866,5,Excellent,7.69,5.6,2729,21284.69,Normal
255,2026-05-13,East,DS13,Reservoir,62319.78,53087.01,9232.77,75.8,P674,5,Moderate,7.21,1.17,4453,47750.6,Normal
256,2026-05-23,West,DS8,TreatmentPlant,89572.29,84748.02,4824.27,35.3,P314,2,Good,6.89,3.65,975,26609.22,Maintenance
257,2026-05-29,West,DS27,Groundwater,136276.79,95764.67,40512.12,25.9,P264,2,Excellent,8.35,3.16,2598,26170.84,Normal
258,2026-05-13,South,DS11,Groundwater,132551.74,121957.56,10594.18,29.0,P642,2,Excellent,8.24,1.4,586,3525.96,Leakage
259,2026-04-26,West,DS18,Groundwater,157306.61,132564.51,24742.1,68.8,P847,3,Moderate,6.67,4.64,4131,28493.19,Critical
260,2026-04-09,East,DS9,Reservoir,24708.59,17610.87,7097.72,64.3,P994,3,Moderate,8.17,8.22,3273,83334.44,Leakage
261,2026-02-23,Central,DS29,TreatmentPlant,76818.96,66952.86,9866.1,23.4,P160,5,Excellent,6.8,1.73,4844,71339.7,Normal
262,2026-04-06,West,DS3,Groundwater,73809.84,54645.77,19164.07,55.6,P752,5,Excellent,6.53,8.37,2855,67213.94,Leakage
263,2026-06-06,West,DS15,Groundwater,197987.51,192427.58,5559.93,53.4,P617,4,Excellent,7.09,5.61,3875,63043.84,Normal
264,2026-04-23,North,DS28,Groundwater,127476.56,121864.46,5612.1,68.2,P432,2,Poor,7.48,7.59,3370,56704.2,Maintenance
265,2026-05-08,East,DS16,TreatmentPlant,28320.85,18660.76,9660.09,22.3,P593,2,Poor,8.32,6.55,2746,90461.79,Maintenance
266,2026-06-04,West,DS7,River,118796.88,98076.62,20720.26,30.9,P542,1,Poor,8.49,8.5,2966,37810.09,Normal
267,2026-06-06,North,DS24,TreatmentPlant,173244.7,131467.47,41777.23,48.6,P907,1,Poor,7.03,0.22,1479,9371.82,Normal
268,2026-04-08,North,DS13,Reservoir,154587.65,131768.54,22819.11,63.9,P777,0,Poor,8.41,3.16,4960,47625.33,Normal
269,2026-03-03,West,DS25,Reservoir,102766.95,85548.92,17218.03,62.6,P277,2,Poor,7.84,6.79,550,38404.7,Normal
270,2026-06-25,East,DS19,Groundwater,114033.06,89993.57,24039.49,62.5,P879,4,Excellent,6.68,8.63,4449,38962.73,Normal
271,2026-01-14,East,DS13,Groundwater,151754.5,145949.12,5805.38,60.1,P259,1,Moderate,6.51,7.06,907,63149.92,Leakage
272,2026-04-19,East,DS1,Reservoir,123653.81,94376.68,29277.13,37.1,P634,3,Poor,8.18,4.23,3308,81979.09,Maintenance
273,2026-01-28,North,DS4,River,40376.75,38963.14,1413.61,72.1,P915,0,Poor,7.64,0.38,1591,95004.64,Normal
274,2026-03-26,West,DS2,Groundwater,37367.53,24507.56,12859.97,63.6,P667,1,Good,6.9,4.71,714,75943.39,Critical
275,2026-05-20,Central,DS3,Reservoir,45597.53,30786.26,14811.27,49.9,P425,0,Moderate,7.69,9.02,2099,60136.8,Leakage
276,2026-01-26,South,DS17,Groundwater,121694.77,107143.81,14550.96,49.4,P283,3,Poor,8.18,4.24,3691,22545.26,Normal
277,2026-02-13,South,DS27,TreatmentPlant,86378.45,70655.3,15723.15,65.6,P687,0,Poor,7.79,8.56,3993,34661.14,Normal
278,2026-03-14,West,DS6,River,103993.33,93456.5,10536.83,77.3,P570,5,Good,7.01,7.53,917,71733.05,Maintenance
279,2026-01-06,East,DS3,TreatmentPlant,114098.71,83704.37,30394.34,68.9,P123,3,Moderate,7.4,9.79,620,19962.91,Maintenance
280,2026-05-01,Central,DS19,TreatmentPlant,118523.38,80493.95,38029.43,36.9,P438,5,Good,8.48,8.41,737,4815.36,Maintenance
281,2026-05-19,South,DS6,TreatmentPlant,197225.02,142482.34,54742.68,25.9,P158,0,Moderate,6.72,5.24,3291,67264.38,Critical
282,2026-04-05,West,DS29,Groundwater,157400.05,120305.21,37094.84,74.8,P294,5,Excellent,7.16,0.3,1652,10520.9,Maintenance
283,2026-02-23,South,DS24,Groundwater,197573.29,131116.67,66456.62,58.4,P955,2,Moderate,7.78,4.95,1034,13650.01,Normal
284,2026-01-01,Central,DS30,TreatmentPlant,128598.58,85674.76,42923.82,24.1,P786,5,Moderate,8.3,6.64,4313,76836.79,Normal
285,2026-01-29,West,DS3,Reservoir,73549.59,61212.35,12337.24,45.9,P288,4,Excellent,7.7,3.92,4446,25560.21,Maintenance
286,2026-03-27,West,DS20,TreatmentPlant,142679.45,100460.8,42218.65,76.0,P729,0,Poor,6.63,2.88,3019,60149.07,Normal
287,2026-04-02,Central,DS5,TreatmentPlant,46896.68,38373.28,8523.4,22.9,P589,5,Excellent,7.52,6.92,752,92795.24,Normal
288,2026-03-18,East,DS22,River,114634.67,78187.57,36447.1,44.1,P429,3,Moderate,8.01,1.0,3364,3791.15,Maintenance
289,2026-01-15,South,DS7,River,187394.69,149299.88,38094.81,74.4,P330,0,Moderate,8.02,8.14,1378,55110.5,Maintenance
290,2026-03-15,Central,DS7,Reservoir,168138.65,122129.38,46009.27,40.9,P676,0,Good,8.09,8.91,4537,6312.9,Normal
291,2026-04-13,Central,DS19,River,51832.44,35053.63,16778.81,57.7,P704,2,Poor,8.43,3.57,2884,46680.04,Normal
292,2026-01-19,East,DS6,TreatmentPlant,105706.4,99852.21,5854.19,48.3,P726,0,Excellent,8.13,2.8,4908,35921.28,Normal
293,2026-04-04,North,DS9,Groundwater,197882.84,173398.56,24484.28,65.7,P230,5,Excellent,8.04,8.37,2347,3539.55,Normal
294,2026-01-26,East,DS30,Groundwater,171825.02,116554.42,55270.6,67.4,P528,3,Excellent,7.36,7.93,2860,2600.47,Normal
295,2026-04-05,North,DS11,TreatmentPlant,197615.59,169796.97,27818.62,57.0,P678,1,Excellent,8.1,3.43,3262,28996.21,Normal
296,2026-06-21,Central,DS17,Groundwater,56835.73,43056.69,13779.04,79.8,P984,4,Poor,7.37,0.5,3377,56614.27,Normal
297,2026-01-04,West,DS22,River,164024.18,151073.51,12950.67,67.5,P795,2,Excellent,7.15,6.34,1408,24616.97,Normal
298,2026-05-06,Central,DS18,TreatmentPlant,98392.4,85453.65,12938.75,60.6,P743,4,Moderate,7.51,6.07,686,11104.61,Normal
299,2026-02-19,Central,DS8,River,132656.55,93525.91,39130.64,41.7,P698,3,Moderate,6.63,5.26,3098,70217.37,Normal
300,2026-04-27,North,DS3,River,79153.03,59728.57,19424.46,31.1,P967,1,Poor,7.25,8.86,1124,89596.46,Critical
301,2026-03-06,West,DS15,Groundwater,169798.64,132911.11,36887.53,43.5,P434,3,Poor,7.5,9.64,1127,82650.17,Normal
302,2026-03-31,East,DS22,Reservoir,165093.8,115145.42,49948.38,29.1,P815,0,Excellent,7.09,9.08,2307,32460.51,Maintenance
303,2026-03-22,Central,DS25,TreatmentPlant,133649.64,88535.11,45114.53,72.9,P787,1,Poor,8.44,6.31,3935,43375.56,Normal
304,2026-05-01,Central,DS17,River,98335.04,94362.32,3972.72,75.9,P777,0,Moderate,8.32,5.99,4796,71010.83,Normal
305,2026-04-02,South,DS9,Groundwater,154142.5,117960.22,36182.28,43.7,P404,4,Good,8.47,9.18,1624,88409.64,Normal
306,2026-04-01,North,DS8,TreatmentPlant,170480.95,134513.47,35967.48,20.4,P734,0,Good,7.58,4.38,4905,82789.82,Critical
307,2026-04-10,Central,DS27,TreatmentPlant,144923.76,99586.35,45337.41,39.5,P732,5,Good,7.51,1.87,2385,66091.29,Normal
308,2026-02-26,Central,DS12,Reservoir,86807.01,67181.2,19625.81,48.2,P156,5,Poor,8.28,9.64,2320,7047.0,Normal
309,2026-06-13,North,DS9,River,154467.8,147999.66,6468.14,52.1,P343,3,Moderate,7.77,0.57,3736,52177.09,Normal
310,2026-05-06,West,DS2,Groundwater,108154.03,71295.19,36858.84,54.8,P525,2,Poor,8.49,5.22,4376,19839.57,Leakage
311,2026-01-20,West,DS4,Reservoir,85310.62,72943.24,12367.38,45.4,P201,4,Good,8.28,8.93,3891,67855.13,Normal
312,2026-05-23,South,DS9,River,37217.67,30358.5,6859.17,74.2,P100,4,Good,6.56,2.97,4355,60110.89,Normal
313,2026-02-07,South,DS21,River,27463.62,24909.36,2554.26,34.9,P432,5,Poor,7.33,1.15,2009,2489.11,Leakage
314,2026-01-19,West,DS24,Reservoir,132605.48,126061.69,6543.79,33.1,P544,0,Poor,6.85,6.97,1134,81636.66,Normal
315,2026-04-26,Central,DS5,Reservoir,125455.9,114097.36,11358.54,59.5,P311,2,Good,7.92,8.48,789,48677.43,Normal
316,2026-03-20,West,DS28,Groundwater,142217.15,111546.25,30670.9,56.2,P158,5,Good,6.9,3.77,1521,36729.03,Normal
317,2026-03-10,East,DS17,River,197244.85,164007.98,33236.87,24.0,P775,0,Good,8.43,4.46,3902,33118.57,Normal
318,2026-04-06,West,DS26,Reservoir,199141.88,185980.73,13161.15,26.4,P317,5,Poor,8.13,2.86,1415,65936.34,Leakage
319,2026-02-19,Central,DS16,TreatmentPlant,45437.71,43674.77,1762.94,55.7,P409,5,Excellent,7.36,8.8,1629,81190.87,Normal
320,2026-06-28,Central,DS10,River,97044.75,80891.27,16153.48,24.5,P246,4,Poor,6.77,6.08,2383,91533.12,Normal
321,2026-03-17,East,DS18,River,51101.13,44891.47,6209.66,39.2,P991,0,Excellent,8.28,5.98,4899,88584.55,Normal
322,2026-06-01,North,DS26,River,122332.19,89147.78,33184.41,74.1,P964,4,Good,6.64,4.2,4444,74656.17,Maintenance
323,2026-05-12,North,DS6,Reservoir,90371.34,72993.19,17378.15,23.2,P835,0,Poor,6.93,5.92,2272,80552.58,Maintenance
324,2026-01-30,West,DS25,TreatmentPlant,22449.32,17497.98,4951.34,26.8,P506,1,Excellent,8.39,5.95,2239,44164.57,Normal
325,2026-05-29,South,DS7,Reservoir,82867.09,76279.18,6587.91,24.0,P245,0,Moderate,7.17,4.93,3940,88168.9,Leakage
326,2026-02-20,South,DS29,Groundwater,187042.22,173619.18,13423.04,45.4,P976,1,Poor,6.74,4.13,2141,98558.23,Normal
327,2026-06-01,East,DS8,TreatmentPlant,12151.35,11464.68,686.67,50.2,P332,4,Moderate,8.1,5.72,4017,14116.85,Normal
328,2026-03-16,East,DS21,Groundwater,123488.88,95322.76,28166.12,61.0,P614,5,Poor,8.5,9.46,1225,43998.97,Normal
329,2026-05-30,North,DS6,TreatmentPlant,71596.81,69359.24,2237.57,77.4,P215,2,Excellent,7.35,4.73,1412,34723.88,Normal
330,2026-02-05,East,DS18,TreatmentPlant,105527.38,82887.04,22640.34,65.7,P328,3,Excellent,7.8,4.48,2301,77723.97,Normal
331,2026-06-24,South,DS20,River,96160.31,70410.64,25749.67,61.8,P926,4,Good,6.82,6.01,1035,66122.04,Normal
332,2026-03-20,North,DS23,Reservoir,91892.01,69256.32,22635.69,48.7,P782,4,Good,8.41,5.76,2292,97024.81,Normal
333,2026-05-04,North,DS28,TreatmentPlant,128591.29,120588.27,8003.02,78.5,P696,5,Good,8.31,4.86,2199,61850.37,Leakage
334,2026-02-28,South,DS18,TreatmentPlant,170524.34,142014.67,28509.67,59.1,P138,1,Excellent,7.26,3.28,2156,57294.59,Normal
335,2026-06-25,East,DS14,Reservoir,196957.98,176260.82,20697.16,68.3,P567,1,Good,7.69,0.4,3789,9498.96,Maintenance
336,2026-06-13,East,DS11,TreatmentPlant,125238.77,99737.51,25501.26,59.8,P939,0,Good,8.49,2.23,4737,9574.99,Critical
337,2026-01-16,North,DS20,Reservoir,22627.1,16447.13,6179.97,38.7,P559,5,Excellent,8.03,8.73,2348,19830.74,Normal
338,2026-06-17,North,DS17,Groundwater,157102.9,111054.1,46048.8,79.4,P309,4,Good,7.69,9.59,1814,74754.38,Normal
339,2026-04-19,North,DS5,Groundwater,29975.12,23469.63,6505.49,74.5,P492,1,Poor,7.8,0.14,2909,67174.47,Leakage
340,2026-02-19,North,DS8,TreatmentPlant,107122.42,86522.33,20600.09,75.1,P734,2,Good,8.27,4.46,2204,44884.99,Normal
341,2026-01-18,West,DS14,TreatmentPlant,95804.94,84222.43,11582.51,70.5,P566,3,Excellent,8.44,0.65,2485,14005.25,Normal
342,2026-06-08,Central,DS7,Groundwater,89142.4,73587.72,15554.68,79.7,P822,3,Poor,8.06,9.75,2423,41422.78,Normal
343,2026-05-13,South,DS25,River,31878.79,23204.34,8674.45,74.8,P232,4,Moderate,8.15,7.11,2458,45173.94,Maintenance
344,2026-04-19,West,DS20,Reservoir,103149.43,70404.25,32745.18,75.8,P376,4,Poor,7.05,6.67,2731,83787.33,Normal
345,2026-03-22,South,DS9,TreatmentPlant,144987.8,141898.99,3088.81,49.8,P780,4,Good,7.28,3.14,3457,55811.8,Normal
346,2026-02-19,North,DS13,Reservoir,111877.12,90977.5,20899.62,51.2,P968,5,Good,8.04,6.78,1568,18340.67,Normal
347,2026-02-21,West,DS16,Reservoir,133454.05,121836.85,11617.2,38.5,P460,1,Moderate,7.85,3.49,1373,28192.45,Normal
348,2026-04-17,West,DS5,Groundwater,152245.69,139042.2,13203.49,57.2,P800,2,Poor,7.49,2.56,4811,17811.45,Normal
349,2026-02-04,Central,DS8,TreatmentPlant,194919.38,178558.12,16361.26,66.8,P431,4,Poor,7.23,0.3,1063,32917.06,Normal
350,2026-03-28,West,DS14,TreatmentPlant,148975.32,130929.16,18046.16,76.4,P300,4,Good,7.4,8.05,4997,3902.85,Normal
351,2026-02-09,South,DS22,Groundwater,126937.03,100324.0,26613.03,48.4,P492,5,Moderate,7.38,6.14,2550,92405.69,Normal
352,2026-06-13,East,DS4,Groundwater,189858.91,146583.29,43275.62,78.0,P945,4,Moderate,8.18,4.63,3863,17191.95,Normal
353,2026-05-26,West,DS26,Reservoir,198357.03,152864.19,45492.84,39.8,P905,3,Moderate,8.1,2.99,4754,30012.72,Normal
354,2026-05-05,South,DS6,Groundwater,64607.05,45733.84,18873.21,69.6,P528,0,Excellent,7.2,0.86,3751,81010.74,Normal
355,2026-05-19,North,DS7,River,136818.56,132714.25,4104.31,54.6,P666,1,Excellent,7.29,4.96,4146,90580.59,Leakage
356,2026-03-28,West,DS5,River,153287.8,129799.1,23488.7,45.6,P790,1,Poor,6.96,3.74,1447,69605.79,Normal
357,2026-05-11,West,DS12,Groundwater,179731.3,151695.95,28035.35,44.5,P141,3,Moderate,7.48,9.03,1618,39008.53,Normal
358,2026-01-29,Central,DS4,River,42818.67,37216.44,5602.23,21.3,P799,5,Poor,6.58,8.65,3444,25969.89,Normal
359,2026-01-19,Central,DS13,River,149733.2,98155.17,51578.03,27.6,P450,5,Poor,7.21,7.38,2260,43781.07,Critical
360,2026-03-09,East,DS1,River,160245.85,155381.15,4864.7,63.5,P667,4,Excellent,7.36,8.11,1135,72712.61,Normal
361,2026-04-30,South,DS30,TreatmentPlant,31301.83,20799.49,10502.34,55.8,P107,3,Excellent,6.58,6.26,4104,78752.11,Normal
362,2026-05-07,North,DS28,River,29783.58,25232.8,4550.78,30.3,P420,0,Poor,7.23,1.25,3667,92482.9,Leakage
363,2026-06-19,West,DS6,River,173548.99,162363.8,11185.19,59.6,P221,3,Moderate,7.31,8.24,4188,43052.96,Normal
364,2026-05-30,West,DS19,River,141239.36,111126.29,30113.07,32.3,P859,5,Poor,8.34,7.76,2644,16356.85,Normal
365,2026-01-27,West,DS1,River,29590.62,24689.76,4900.86,46.2,P723,4,Good,8.24,4.73,2730,39931.06,Normal
366,2026-02-21,Central,DS15,TreatmentPlant,11839.73,11273.39,566.34,34.2,P660,0,Poor,7.88,4.75,4582,40385.86,Leakage
367,2026-03-17,South,DS10,Groundwater,102857.49,77348.29,25509.2,77.6,P456,5,Moderate,6.72,1.07,3775,55062.11,Normal
368,2026-01-27,East,DS28,River,80121.32,66630.18,13491.14,36.4,P487,0,Poor,7.86,7.29,3650,3169.66,Normal
369,2026-04-27,West,DS30,Groundwater,120901.39,102791.39,18110.0,29.9,P837,1,Poor,6.64,7.58,3680,71199.3,Normal
370,2026-01-16,North,DS28,Reservoir,120491.03,113463.88,7027.15,45.4,P780,3,Poor,8.44,3.36,2584,28664.88,Normal
371,2026-03-20,North,DS30,TreatmentPlant,85421.92,69613.59,15808.33,22.2,P975,1,Good,7.71,7.23,1622,85706.26,Normal
372,2026-05-17,West,DS3,Groundwater,37929.97,26126.7,11803.27,24.8,P546,3,Poor,8.5,7.49,3294,3895.04,Normal
373,2026-06-23,East,DS27,Groundwater,51437.31,47973.32,3463.99,34.8,P471,1,Moderate,6.67,8.25,3378,91943.9,Normal
374,2026-03-24,Central,DS5,River,103088.81,98763.7,4325.11,43.6,P385,1,Poor,6.62,6.1,641,86269.84,Normal
375,2026-04-16,East,DS5,Groundwater,128715.46,96912.94,31802.52,52.7,P303,4,Poor,7.55,1.85,3335,89074.26,Maintenance
376,2026-03-29,North,DS13,TreatmentPlant,113189.72,97561.61,15628.11,79.2,P373,0,Moderate,7.13,3.66,3072,68591.14,Normal
377,2026-05-18,South,DS3,TreatmentPlant,63346.3,48144.03,15202.27,71.4,P194,1,Poor,8.41,7.95,4490,54000.14,Normal
378,2026-06-09,North,DS25,Groundwater,190236.5,170722.84,19513.66,46.1,P240,0,Poor,6.56,1.92,3556,9940.2,Normal
379,2026-01-07,Central,DS6,TreatmentPlant,83265.65,66612.45,16653.2,58.1,P217,5,Good,6.78,3.45,4210,19404.43,Leakage
380,2026-03-05,South,DS27,Reservoir,91589.92,86680.25,4909.67,77.2,P295,1,Excellent,7.88,4.07,3408,45503.5,Maintenance
381,2026-06-02,South,DS22,TreatmentPlant,173721.91,163192.46,10529.45,36.3,P692,5,Good,7.38,7.6,1088,12210.01,Normal
382,2026-01-31,East,DS15,Groundwater,43676.95,37452.04,6224.91,54.1,P305,4,Excellent,8.07,4.81,3623,84645.68,Normal
383,2026-02-17,East,DS19,River,142752.27,134672.53,8079.74,23.5,P157,2,Moderate,7.3,1.33,829,50748.65,Normal
384,2026-05-15,East,DS3,TreatmentPlant,159233.01,141615.69,17617.32,28.4,P621,2,Excellent,7.0,2.69,2060,54187.43,Leakage
385,2026-02-16,West,DS16,Reservoir,66814.47,50964.22,15850.25,36.0,P624,2,Excellent,7.85,6.85,4618,62196.37,Normal
386,2026-01-11,West,DS18,TreatmentPlant,45038.75,36140.82,8897.93,31.0,P719,5,Excellent,8.33,9.69,4789,59232.09,Normal
387,2026-03-03,South,DS24,River,145825.84,130329.94,15495.9,21.2,P318,3,Excellent,7.27,6.14,1208,54721.36,Critical
388,2026-01-24,West,DS3,TreatmentPlant,41859.11,37322.16,4536.95,65.1,P687,3,Poor,6.96,7.49,1910,46526.56,Leakage
389,2026-02-13,South,DS28,Reservoir,17607.16,13744.69,3862.47,63.1,P790,0,Excellent,7.31,2.31,3597,9372.74,Normal
390,2026-05-02,East,DS4,Reservoir,37878.68,30173.44,7705.24,73.8,P748,1,Good,8.24,3.81,3537,17671.39,Normal
391,2026-03-25,South,DS17,Reservoir,114864.33,84942.12,29922.21,29.8,P392,4,Poor,6.5,8.15,4866,36560.31,Maintenance
392,2026-04-05,North,DS5,Groundwater,78554.98,70810.48,7744.5,63.9,P141,5,Moderate,8.48,3.24,694,87915.46,Normal
